Proses ID,Proses Tipi,Proses Addımı,Emal Həcmi (ton),Temperatur (°C),Təzyiq (bar),Prosesin Müddəti (saat),İstifadə Edilən Katalizatorlar,Emalın Səmərəliliyi (%),Enerji İstifadəsi (kWh),Ətraf Mühitə Təsir (g CO2 ekvivalent),Təhlükəsizlik Hadisələri,Emal Məhsulları,Əməliyyat Xərcləri (AZN),İstifadə Edilən Avadanlıq,İşçi Sayı,Prosesin Başlama Tarixi,Prosesin Bitmə Tarixi,Təchizatçı Adı,Proses Qrupları,Energy_per_ton,CO2_per_ton,Cost_per_ton
220,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-02-19,2025-02-20,MK İnşaat,Neft Emalı,1.6666666666666667,0.4066666666666667,47.333333333333336
221,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-01-12,2025-01-13,AB Katalizatorları,Neft Emalı,2.0,0.5,50.0
222,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-01-14,2025-01-15,XYZ Kompaniyası,Qaz Emalı,1.875,0.375,56.25
223,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-01-16,2025-01-17,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.3333333333333333,50.0
224,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2025-01-18,2025-01-19,MK İnşaat,Neft Emalı,1.6666666666666667,0.4,46.666666666666664
225,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-01-20,2025-01-21,KLM Enerji,Qaz Emalı,1.4444444444444444,0.3888888888888889,44.44444444444444
226,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-01-22,2025-01-23,QRS Kimya,Kimya Emalı,2.0,0.5,59.09090909090909
227,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-01-24,2025-01-25,AB Katalizatorları,Neft Emalı,2.0,0.45714285714285713,52.38095238095238
228,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-01-26,2025-01-27,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.3368421052631579,49.473684210526315
229,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-01-28,2025-01-29,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.3230769230769231,47.69230769230769
230,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,4,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-01-30,2025-01-31,MK İnşaat,Neft Emalı,1.625,0.39375,46.875
231,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-02-01,2025-02-02,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.44545454545454544,50.90909090909091
232,Qaz Emalı,Kondensasiya,850,110,52,5,Aktiv karbon,91,1450,310,1,"LNG, CNG, Metan",46000,"Reaktor, Kompressor",9,2025-02-03,2025-02-04,XYZ Kompaniyası,Qaz Emalı,1.7058823529411764,0.36470588235294116,54.11764705882353
233,Kimya Emalı,Polimerizasiya,1150,215,9,12,Zirkonium katalizatoru,97,1850,380,0,"Polietilen, Polipropilen",58000,"Reaktor, Quruq Nəqliyyat Sistemi",19,2025-02-05,2025-02-06,UV Polimer Katalizatoru,Kimya Emalı,1.608695652173913,0.33043478260869563,50.43478260869565
234,Neft Emalı,Katalitik Kraker,1400,490,18,14,Platinum katalizatoru,92,2400,590,3,"Benzin, Parafin, LPG",69000,"Kraker, Katalizator Kolonu",26,2025-02-07,2025-02-08,MK İnşaat,Neft Emalı,1.7142857142857142,0.42142857142857143,49.285714285714285
235,Qaz Emalı,Nəzarət Krakeri,900,140,47,9,Silika-alüminium katalizator,89,1250,330,0,"Butan, Propan",43000,"Kraker, Kompressor, Qazan",13,2025-02-09,2025-02-10,KLM Enerji,Qaz Emalı,1.3888888888888888,0.36666666666666664,47.77777777777778
236,Kimya Emalı,Sintetik Yanacaq,1050,210,12,16,Yüksək temperatur katalizator,84,2100,540,1,"Sintetik yanacaq, Nafta",64000,"Reaktor, Katalizator Qutusu",17,2025-02-12,2025-02-13,QRS Kimya,Kimya Emalı,2.0,0.5142857142857142,60.95238095238095
237,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-02-14,2025-02-15,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.49473684210526314,53.68421052631579
238,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-02-16,2025-02-17,XYZ Kompaniyası,Qaz Emalı,1.55,0.32,47.0
239,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-02-18,2025-02-19,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.30714285714285716,45.0
240,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-02-20,2025-02-21,MK İnşaat,Neft Emalı,1.6666666666666667,0.4066666666666667,47.333333333333336
241,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-01-13,2025-01-14,AB Katalizatorları,Neft Emalı,2.0,0.5,50.0
242,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-01-15,2025-01-16,XYZ Kompaniyası,Qaz Emalı,1.875,0.375,56.25
243,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-01-17,2025-01-18,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.3333333333333333,50.0
244,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2025-01-19,2025-01-20,MK İnşaat,Neft Emalı,1.6666666666666667,0.4,46.666666666666664
245,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-01-21,2025-01-22,KLM Enerji,Qaz Emalı,1.4444444444444444,0.3888888888888889,44.44444444444444
246,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-01-23,2025-01-24,QRS Kimya,Kimya Emalı,2.0,0.5,59.09090909090909
247,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-01-25,2025-01-26,AB Katalizatorları,Neft Emalı,2.0,0.45714285714285713,52.38095238095238
248,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-01-27,2025-01-28,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.3368421052631579,49.473684210526315
249,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-01-29,2025-01-30,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.3230769230769231,47.69230769230769
250,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,4,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-01-31,2025-02-01,MK İnşaat,Neft Emalı,1.625,0.39375,46.875
251,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-02-02,2025-02-03,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.44545454545454544,50.90909090909091
252,Qaz Emalı,Kondensasiya,850,110,52,5,Aktiv karbon,91,1450,310,1,"LNG, CNG, Metan",46000,"Reaktor, Kompressor",9,2025-02-04,2025-02-05,XYZ Kompaniyası,Qaz Emalı,1.7058823529411764,0.36470588235294116,54.11764705882353
253,Kimya Emalı,Polimerizasiya,1150,215,9,12,Zirkonium katalizatoru,97,1850,380,0,"Polietilen, Polipropilen",58000,"Reaktor, Quruq Nəqliyyat Sistemi",19,2025-02-06,2025-02-07,UV Polimer Katalizatoru,Kimya Emalı,1.608695652173913,0.33043478260869563,50.43478260869565
254,Neft Emalı,Katalitik Kraker,1400,490,18,14,Platinum katalizatoru,92,2400,590,3,"Benzin, Parafin, LPG",69000,"Kraker, Katalizator Kolonu",26,2025-02-08,2025-02-09,MK İnşaat,Neft Emalı,1.7142857142857142,0.42142857142857143,49.285714285714285
255,Qaz Emalı,Nəzarət Krakeri,900,140,47,9,Silika-alüminium katalizator,89,1250,330,0,"Butan, Propan",43000,"Kraker, Kompressor, Qazan",13,2025-02-10,2025-02-11,KLM Enerji,Qaz Emalı,1.3888888888888888,0.36666666666666664,47.77777777777778
256,Kimya Emalı,Sintetik Yanacaq,1050,210,12,16,Yüksək temperatur katalizator,84,2100,540,1,"Sintetik yanacaq, Nafta",64000,"Reaktor, Katalizator Qutusu",17,2025-02-13,2025-02-14,QRS Kimya,Kimya Emalı,2.0,0.5142857142857142,60.95238095238095
257,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-02-15,2025-02-16,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.49473684210526314,53.68421052631579
258,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-02-17,2025-02-18,XYZ Kompaniyası,Qaz Emalı,1.55,0.32,47.0
259,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-02-19,2025-02-20,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.30714285714285716,45.0
260,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-02-21,2025-02-22,MK İnşaat,Neft Emalı,1.6666666666666667,0.4066666666666667,47.333333333333336
261,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-01-14,2025-01-15,AB Katalizatorları,Neft Emalı,2.0,0.5,50.0
262,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-01-16,2025-01-17,XYZ Kompaniyası,Qaz Emalı,1.875,0.375,56.25
263,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-01-18,2025-01-19,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.3333333333333333,50.0
264,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2025-01-20,2025-01-21,MK İnşaat,Neft Emalı,1.6666666666666667,0.4,46.666666666666664
265,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-01-22,2025-01-23,KLM Enerji,Qaz Emalı,1.4444444444444444,0.3888888888888889,44.44444444444444
266,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-01-24,2025-01-25,QRS Kimya,Kimya Emalı,2.0,0.5,59.09090909090909
267,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-01-26,2025-01-27,AB Katalizatorları,Neft Emalı,2.0,0.45714285714285713,52.38095238095238
268,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-01-28,2025-01-29,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.3368421052631579,49.473684210526315
269,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-01-30,2025-01-31,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.3230769230769231,47.69230769230769
270,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,4,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-02-01,2025-02-02,MK İnşaat,Neft Emalı,1.625,0.39375,46.875
271,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-02-03,2025-02-04,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.44545454545454544,50.90909090909091
272,Qaz Emalı,Kondensasiya,850,110,52,5,Aktiv karbon,91,1450,310,1,"LNG, CNG, Metan",46000,"Reaktor, Kompressor",9,2025-02-05,2025-02-06,XYZ Kompaniyası,Qaz Emalı,1.7058823529411764,0.36470588235294116,54.11764705882353
273,Kimya Emalı,Polimerizasiya,1150,215,9,12,Zirkonium katalizatoru,97,1850,380,0,"Polietilen, Polipropilen",58000,"Reaktor, Quruq Nəqliyyat Sistemi",19,2025-02-07,2025-02-08,UV Polimer Katalizatoru,Kimya Emalı,1.608695652173913,0.33043478260869563,50.43478260869565
274,Neft Emalı,Katalitik Kraker,1400,490,18,14,Platinum katalizatoru,92,2400,590,3,"Benzin, Parafin, LPG",69000,"Kraker, Katalizator Kolonu",26,2025-02-09,2025-02-10,MK İnşaat,Neft Emalı,1.7142857142857142,0.42142857142857143,49.285714285714285
275,Qaz Emalı,Nəzarət Krakeri,900,140,47,9,Silika-alüminium katalizator,89,1250,330,0,"Butan, Propan",43000,"Kraker, Kompressor, Qazan",13,2025-02-11,2025-02-12,KLM Enerji,Qaz Emalı,1.3888888888888888,0.36666666666666664,47.77777777777778
276,Kimya Emalı,Sintetik Yanacaq,1050,210,12,16,Yüksək temperatur katalizator,84,2100,540,1,"Sintetik yanacaq, Nafta",64000,"Reaktor, Katalizator Qutusu",17,2025-02-14,2025-02-15,QRS Kimya,Kimya Emalı,2.0,0.5142857142857142,60.95238095238095
277,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-02-16,2025-02-17,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.49473684210526314,53.68421052631579
278,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-02-18,2025-02-19,XYZ Kompaniyası,Qaz Emalı,1.55,0.32,47.0
279,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-02-20,2025-02-21,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.30714285714285716,45.0
280,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-02-22,2025-02-23,MK İnşaat,Neft Emalı,1.6666666666666667,0.4066666666666667,47.333333333333336
281,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-01-15,2025-01-16,AB Katalizatorları,Neft Emalı,2.0,0.5,50.0
282,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-01-17,2025-01-18,XYZ Kompaniyası,Qaz Emalı,1.875,0.375,56.25
283,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-01-19,2025-01-20,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.3333333333333333,50.0
284,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2025-01-21,2025-01-22,MK İnşaat,Neft Emalı,1.6666666666666667,0.4,46.666666666666664
285,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-01-23,2025-01-24,KLM Enerji,Qaz Emalı,1.4444444444444444,0.3888888888888889,44.44444444444444
286,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-01-25,2025-01-26,QRS Kimya,Kimya Emalı,2.0,0.5,59.09090909090909
287,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-01-27,2025-01-28,AB Katalizatorları,Neft Emalı,2.0,0.45714285714285713,52.38095238095238
288,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-01-29,2025-01-30,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.3368421052631579,49.473684210526315
289,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-01-31,2025-02-01,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.3230769230769231,47.69230769230769
290,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,4,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-02-02,2025-02-03,MK İnşaat,Neft Emalı,1.625,0.39375,46.875
291,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-02-04,2025-02-05,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.44545454545454544,50.90909090909091
292,Qaz Emalı,Kondensasiya,850,110,52,5,Aktiv karbon,91,1450,310,1,"LNG, CNG, Metan",46000,"Reaktor, Kompressor",9,2025-02-06,2025-02-07,XYZ Kompaniyası,Qaz Emalı,1.7058823529411764,0.36470588235294116,54.11764705882353
293,Kimya Emalı,Polimerizasiya,1150,215,9,12,Zirkonium katalizatoru,97,1850,380,0,"Polietilen, Polipropilen",58000,"Reaktor, Quruq Nəqliyyat Sistemi",19,2025-02-08,2025-02-09,UV Polimer Katalizatoru,Kimya Emalı,1.608695652173913,0.33043478260869563,50.43478260869565
294,Neft Emalı,Katalitik Kraker,1400,490,18,14,Platinum katalizatoru,92,2400,590,3,"Benzin, Parafin, LPG",69000,"Kraker, Katalizator Kolonu",26,2025-02-10,2025-02-11,MK İnşaat,Neft Emalı,1.7142857142857142,0.42142857142857143,49.285714285714285
295,Qaz Emalı,Nəzarət Krakeri,900,140,47,9,Silika-alüminium katalizator,89,1250,330,0,"Butan, Propan",43000,"Kraker, Kompressor, Qazan",13,2025-02-12,2025-02-13,KLM Enerji,Qaz Emalı,1.3888888888888888,0.36666666666666664,47.77777777777778
296,Kimya Emalı,Sintetik Yanacaq,1050,210,12,16,Yüksək temperatur katalizator,84,2100,540,1,"Sintetik yanacaq, Nafta",64000,"Reaktor, Katalizator Qutusu",17,2025-02-15,2025-02-16,QRS Kimya,Kimya Emalı,2.0,0.5142857142857142,60.95238095238095
297,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-02-17,2025-02-18,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.49473684210526314,53.68421052631579
298,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-02-19,2025-02-20,XYZ Kompaniyası,Qaz Emalı,1.55,0.32,47.0
299,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-02-21,2025-02-22,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.30714285714285716,45.0
300,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-02-23,2025-02-24,MK İnşaat,Neft Emalı,1.6666666666666667,0.4066666666666667,47.333333333333336
301,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-01-16,2025-01-17,AB Katalizatorları,Neft Emalı,2.0,0.5,50.0
302,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-01-18,2025-01-19,XYZ Kompaniyası,Qaz Emalı,1.875,0.375,56.25
303,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-01-20,2025-01-21,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.3333333333333333,50.0
304,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2025-01-22,2025-01-23,MK İnşaat,Neft Emalı,1.6666666666666667,0.4,46.666666666666664
305,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-01-24,2025-01-25,KLM Enerji,Qaz Emalı,1.4444444444444444,0.3888888888888889,44.44444444444444
306,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-01-26,2025-01-27,QRS Kimya,Kimya Emalı,2.0,0.5,59.09090909090909
307,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-01-28,2025-01-29,AB Katalizatorları,Neft Emalı,2.0,0.45714285714285713,52.38095238095238
308,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-01-30,2025-01-31,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.3368421052631579,49.473684210526315
309,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-02-01,2025-02-02,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.3230769230769231,47.69230769230769
310,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,4,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-02-03,2025-02-04,MK İnşaat,Neft Emalı,1.625,0.39375,46.875
311,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-02-05,2025-02-06,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.44545454545454544,50.90909090909091
312,Qaz Emalı,Kondensasiya,850,110,52,5,Aktiv karbon,91,1450,310,1,"LNG, CNG, Metan",46000,"Reaktor, Kompressor",9,2025-02-07,2025-02-08,XYZ Kompaniyası,Qaz Emalı,1.7058823529411764,0.36470588235294116,54.11764705882353
313,Kimya Emalı,Polimerizasiya,1150,215,9,12,Zirkonium katalizatoru,97,1850,380,0,"Polietilen, Polipropilen",58000,"Reaktor, Quruq Nəqliyyat Sistemi",19,2025-02-09,2025-02-10,UV Polimer Katalizatoru,Kimya Emalı,1.608695652173913,0.33043478260869563,50.43478260869565
314,Neft Emalı,Katalitik Kraker,1400,490,18,14,Platinum katalizatoru,92,2400,590,3,"Benzin, Parafin, LPG",69000,"Kraker, Katalizator Kolonu",26,2025-02-11,2025-02-12,MK İnşaat,Neft Emalı,1.7142857142857142,0.42142857142857143,49.285714285714285
315,Qaz Emalı,Nəzarət Krakeri,900,140,47,9,Silika-alüminium katalizator,89,1250,330,0,"Butan, Propan",43000,"Kraker, Kompressor, Qazan",13,2025-02-13,2025-02-14,KLM Enerji,Qaz Emalı,1.3888888888888888,0.36666666666666664,47.77777777777778
316,Kimya Emalı,Sintetik Yanacaq,1050,210,12,16,Yüksək temperatur katalizator,84,2100,540,1,"Sintetik yanacaq, Nafta",64000,"Reaktor, Katalizator Qutusu",17,2025-02-16,2025-02-17,QRS Kimya,Kimya Emalı,2.0,0.5142857142857142,60.95238095238095
317,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-02-18,2025-02-19,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.49473684210526314,53.68421052631579
